Item,Meaning_Mnem,Reading_Mnem,Meaning_Score,Reading_Score,Meaning_User,Reading_User,Info,Last_Updated
v述べる,,Did I forget to MENTION you won a Nobel-prize? (のべる).,,6,,N/A,,Tue Dec 15 2020 15:25:10 GMT-0500 (EST)
k氷,,"Do you remember ""Corey [<span class=""highlight-reading""> こおり</span>]in the House""? Well that show was cool as Ice!",,0,,c,,Sat Nov 28 2020 19:22:46 GMT-0500 (EST)
k回,It's a square. What else is a square? Times Square in New York City! Everything revolves around Times Square!,"Doing something ""in <b><u>ki</u></b>nd"" means to <span class=""highlight-kanji"">ITERATE</span> or do it many <span class=""highlight-kanji"">TIMES</span>.",0,0,c,c,,Mon Nov 04 2019 22:30:01 GMT-0500 (EST)
k舌,,!,,,,c,,Mon Oct 05 2020 19:00:40 GMT-0400 (EDT)
k小,,,,,,,,Sat Aug 15 2020 17:49:23 GMT-0400 (EDT)
v語る,!,"Dude, I have TO TALK to you about something. Can you TELL me what is the LANGUAGE of QATAR???",1,0,c,c,,Mon Oct 09 2017 03:12:18 GMT-0400 (EDT)
k離,,"During flight, the <span class=""highlight-radical"">turkey</span> will <span class=""highlight-kanji"">detach</span> from the <span class=""highlight-radical"">rocket</span>. Does anybody know the <span class=""highlight-reading"">rea</span>son (り)? Does anybody know the reason, why there is a turkey attached to the rocket in the first place?",,0,,c,,Thu May 09 2019 07:39:03 GMT-0400 (EDT)
k増,,"During the construction work of your house the workers find an old <span class=""highlight-radical"">grave</span> and a <span class=""highlight-radical"">mask</span> while digging out the <span class=""highlight-radical"">soil</span>. That incident drastically <span class=""highlight-vocabulary"">increase</span>s the cultural value of your property.  Not for you personally, however, for the government confiscates  your land and declares it an archeological <span class=""highlight-reading"">zo</span>ne (ぞう).",,0,,c,,Fri Apr 10 2020 07:01:34 GMT-0400 (EDT)
k絵,,E-moji (絵⽂字) = drawing-character.,,8,,isnorden,,Thu Jul 23 2020 22:36:20 GMT-0400 (EDT)
v励ます,,Encourage someone by giving them a はげ hug!,,0,,c,,Mon Nov 05 2018 20:26:00 GMT-0500 (EST)
v空,,Ever played Kingdom Hearts? There you go. Think of Sora. The many worlds share one <u>sky</u>.,,0,,c,,Mon Oct 22 2018 23:51:59 GMT-0400 (EDT)
k宇,The <u>trees</u> <u>stop</u> at the <u>cliff</u> = there is no <b>continuation</b> further.,"Every time it gets dark out, you can see <span class=""highlight-kanji"">outer space</span>. <span class=""highlight-reading"">Ooh</span> (う)! Outer space!",-8,1,yarik2004,Spiritix,,Fri Aug 28 2020 09:07:31 GMT-0400 (EDT)
k五,,,,,,,,Fri Mar 27 2020 14:00:13 GMT-0400 (EDT)
v古い,,"For me, I always get ""RU"" mixed up with ""RO"". So I think of it like this: you old FOOL! FURU!",,0,,c,,Tue Jul 25 2017 23:23:05 GMT-0400 (EDT)
v確かに,,"For those who've read the Narnia series: If you call <span class=""highlight-reading"">Tash</span> (たし) then Tash will come. Don't call Tash.",,0,,PixelJadke,,Sat Mar 28 2015 22:46:20 GMT-0400 (EDT)
v利潤,,"For whatever reason, in whatever you do to make money (and if you don't, imagine you do), you make the most <span class=""highlight-vocabulary"">profit</span> in the month of June. After June ends, it's depressing because you know it'll be a whole year until you can make that much <span class=""highlight-vocabulary"">profit</span> again. All of a sudden, you can time travel for some reason. Wow! Now you can take your <span class=""highlight-vocabulary"">profit</span> from June, <span class=""highlight-reading"">re-June</span> (りじゅん), and make even more <span class=""highlight-vocabulary"">profit</span>! Isn't it great that you can <span class=""highlight-reading"">re-June</span> now and make lots of <span class=""highlight-vocabulary"">profits</span> in June over and over until you're rich? Actually, probably not since you have to go through the same events over and over. At least you can convince your friends that you can read their minds because you'll eventually already know what they're going to say. I'm probably rambling at this point... Just remember that <span class=""highlight-reading"">re-June</span>-ing means <span class=""highlight-vocabulary"">profit</span>, OK?",,2,,Samuel-H,,Wed Jun 10 2020 14:52:17 GMT-0400 (EDT)
k魚,,!,,,,c,,Sat Jul 04 2020 20:48:35 GMT-0400 (EDT)
v担う,,Get on your KNEE NOW!,,0,,c,,Tue Nov 14 2017 08:36:25 GMT-0500 (EST)
v含む,,,,,,,,Mon Sep 28 2020 20:20:17 GMT-0400 (EDT)
k外,,Go <i>outside</i> and commune with <b>gai(a)</b>.,,3,,cwhilburn,,Sat Aug 15 2020 09:50:45 GMT-0400 (EDT)
v紙,,"God (<span class=""highlight-reading"">かみ</span>) wrote the Bible on <span class=""highlight-vocabulary"">paper</span>.",,2,,Supaa,,Tue Oct 01 2019 17:58:01 GMT-0400 (EDT)
k母,,,,,,,,Wed Jan 01 2020 21:52:14 GMT-0500 (EST)
v郵便,,"Have <span class=""highlight-reading"">you been</span> (ゆうびん) checking your <span class=""highlight-vocabulary"">mail</span> lately? You never know when you might get something interesting in the <span class=""highlight-vocabulary"">mail</span> so you should make sure you check frequently.",,1,,Samuel-H,,Fri Jan 13 2017 16:42:11 GMT-0500 (EST)
v座る,,,,,,,redfr:8586,Tue Dec 31 2019 01:22:28 GMT-0500 (EST)
k引,,,,,,,,Wed Sep 30 2020 06:05:03 GMT-0400 (EDT)
v求人,,"Help is wanted so badly that you can just apply in your <span class=""highlight-reading"">jeans</span> and you would still get the job, oy vey!",,8,,gcr,,Wed Aug 12 2020 14:40:29 GMT-0400 (EDT)
v大体,!,"Hippies wear ""taidai."" Generals are the opposite = Daitai.",,0,c,c,,Wed Jun 17 2020 01:33:49 GMT-0400 (EDT)
k位,A leader standing at a podium. He is the highest ranking official here.,,1,,dpradas,,,Sat Jun 13 2020 22:43:10 GMT-0400 (EDT)
v慰める,,"His wife would always <span class=""highlight-reading"">nag Sam's ear</span> (なぐさめ), so he got his mistress <span class=""highlight-vocabulary"">to console </span>him...",,1,,N/A,,Wed Sep 18 2019 02:10:16 GMT-0400 (EDT)
k察,,,,,,,redfr:8586,Sun Oct 27 2019 10:22:42 GMT-0400 (EDT)
k妙,,"Https://community.wanikani.com/t/biggest-realizations-mind-blows-youve-experienced-learning-japanese/19859/340?u=ambo100.|Only <span class=""highlight-radical"">few</span> <span class=""highlight-radical"">women</span> don't like cats. The ones who don't are a little bit <span class=""highlight-kanji"">strange</span>, don't you think? <i>Meow</i>! (<span class=""highlight-reading"">みょう</span>).",,0|0,,c|BobMcGraw,,Thu Apr 04 2019 23:29:16 GMT-0400 (EDT)
v青い,,"Https://www.youtube.com/watch?v=Dp8EuP_0gWI
Naruto - Blue Bird

Aoi Aoi ano sora!",,1,,zdennis,,Fri Dec 29 2017 15:56:08 GMT-0500 (EST)
v金玉,,Gintama.,,0,,collmomo,,Tue Dec 29 2020 06:16:56 GMT+0000 (Greenwich Mean Time)
v計画,"I <b>measure</b> this <b>painting</b> because my evil <b>PLAN </b>is to come back under cover of darkness, pull a heist, and hold this painting for ransom! Mwahaha! http://i0.kym-cdn.com/photos/images/newsfeed/000/037/923/keikaku.jpg.","I <b>measure</b> this <b>painting</b> because my evil <b>PLAN </b>is to come back under cover of darkness, pull a heist, and hold this painting for ransom! Mwahaha! http://i0.kym-cdn.com/photos/images/newsfeed/000/037/923/keikaku.jpg.",2,1,VikiO,VikiO,,Sat Apr 25 2020 00:08:28 GMT-0400 (EDT)
v布,,"I <span class=""highlight-reading"">knew no</span> (ぬの) one has <span class=""highlight-kanji"">cloth</span> for sewing anymore...",,1,,Spiritix,,Thu Feb 07 2019 08:48:03 GMT-0500 (EST)
v主に,I <b>MAINLY</b> use the <b>OMO (おも)</b> brand washing powder for my clothes.,"I <u>MAINLY</u> use <b>OMO</b> brand washing powder for my clothes.

I can't downvote this, but most people have never heard of OMO.. so this isn't very good.",0,0,c,c,,Wed Oct 09 2019 18:02:48 GMT-0400 (EDT)
v好む,,I am fond of <b>this thing (この）</b>.,,8,,Zengster,,Mon Jun 08 2020 10:41:15 GMT-0400 (EDT)
k深,"The Pi radical looks like a person who ran into the DEEP forest away from the oncoming TSUNAMI. But when he saw it was catching up to him, he had to get up the nearest TREE! He scratched his SHIN (しん) on the way up too. Poor, terrified Pi in the DEEP forest.  T_T
Also, the Fukai Mori song from Inuyasha may help https://www.youtube.com/watch?v=9O1xid0vv6g.","I got a deep cut on my [SHIN].|The Pi radical looks like a person who ran into the DEEP forest away from the oncoming TSUNAMI. But when he saw it was catching up to him, he had to get up the nearest TREE! He scratched his SHIN (しん) on the way up too. Poor, terrified Pi in the DEEP forest. T_T.",5,3|1,VikiO,DaisukeJigen|VikiO,,Fri Dec 13 2019 09:08:02 GMT-0500 (EST)
v先,,,,,,,,Sun Dec 22 2019 08:11:26 GMT-0500 (EST)
v暴れる,,"Imagine the Swedish 70's pop band <b>ABBA</b> (あば) <b>raging</b> and <b>acting violently</b> while singing ""Dancing Queen"".",,0,,c,,Sun Jan 19 2020 17:25:14 GMT-0500 (EST)
k近,,"I hit the scooter with my axe, and NEARly killed the driver : it was KINg KONg !!!",,0,,c,,Thu Feb 07 2019 17:04:19 GMT-0500 (EST)
k毒,"If you drink <b>poison</b>, you're throwing your <i>life</i> out of the <i>window</i>! Please don't do that.","I said, please don't drink the poison. Don't ""commit su<b>DOKU</b>"".",8,4,driftingabove,driftingabove,,Fri Oct 23 2020 14:32:09 GMT-0400 (EDT)
v信仰,,"I would like to use this space to point out that the default mnemonic for this word is just outright arrogant. I mean, come on こういち; just because you run a successful blog and a bunch of useful Japanese learning websites doesn't make you equal to God. Some people here  of <span class=""highlight-vocabulary"">religious faith</span> like myself are disgusted at even the idea of replacing God with a man. Someone ought to kick you in the <span class=""highlight-reading"">shin</span> (しん) for that, <span class=""highlight-reading"">こう</span>いち.",,2,,Samuel-H,,Tue Feb 14 2017 05:18:00 GMT-0500 (EST)
k易,,"I'd say this reading is pretty <span class=""highlight-reading"">ea</span>sy (い) to remember, wouldn't you?",,4,,PixelJadke,,Sat Apr 11 2020 03:36:31 GMT-0400 (EDT)
v州,,,,,,,redfr:8586,Fri Feb 14 2020 06:04:23 GMT-0500 (EST)
k責,I'm gonna BLAME the SEXY(せき) CLAM for all that is wrong in my LIFE.,"I'm gonna <span class=""highlight-vocabulary"">BLAME</span> the <span class=""highlight-reading"">SEXY</span>(せき) <span class=""highlight-radical"">CLAM</span> for all that is wrong in my <span class=""highlight-radical"">LIFE</span>.",1,0,c,c,,Mon Nov 11 2019 19:57:33 GMT-0500 (EST)
k里,The kanji looks like a rice paddy sitting on top of some kind of base. Your home village was next to a rice paddy so it's like your home village is home base.,"I'm gonna take my <b>saddle</b> <span class=""highlight-reading"">さと</span>  to the Home Village road, I'm gonna ride (on it) till I can't no more.",0,0,c,c,,Sun Nov 10 2019 10:34:01 GMT-0500 (EST)
v着く,"Roo (<span class=""highlight-reading"">る</span>)  from Winnie the Pooh wants to <span class=""highlight-vocabulary"">WEAR</span> some nice clothes.

You want to <span class=""highlight-vocabulary"">arrive</span> at a party that's very cool! (<span class=""highlight-reading"">く</span>).",I'm way TOO COOL (つく) for this party so I make sure TO ARRIVE late.,-2,2,gcr,VikiO,,Tue Jun 30 2020 12:51:53 GMT-0400 (EDT)
k丈,,"If something's <span class=""highlight-kanji"">height</span> is big, then it is high, so top is above us (上, same 音-reading - <span class=""highlight-reading"">じょう</span>).",,0,,c,,Tue Dec 19 2017 15:01:22 GMT-0500 (EST)
k式,,"Remember the <span class=""highlight-reading"">sheep</span> from 試? It's no longer <span class=""highlight-radical"">speaking</span> because it was <span class=""highlight-reading"">killed</span>. That's why it's <span class=""highlight-reading"">しき</span>.",,0,,c,,Thu Jul 23 2020 16:41:44 GMT-0400 (EDT)
v歌,,"If you freeze (こおる) when you have something to do (と -ど), then you are stagnating.|You were expecting a delivery (届く) but the deliverer got frozen (凍る).  Because of that your item became overdue 届凍る = <span class=""highlight-reading"">とどこおる</span>.",,1|0,,N/A|TellowKrinkle,,Sat Sep 19 2020 22:24:03 GMT-0400 (EDT)
k賞,"The top of this kanji is triceratops and mustache actually. It also helps to learn that the clam radical, when used in a kanji that has other radicals, can mean that the kanji has to do with money. So instead, think of this kanji as a triceratops with a mustache giving you money. ""You've won!"" says the mustache triceratops. ""Here's your prize."" What did you win in? You don't remember entering a contest or anything. You're very susрicious of this.","If you become a MEMBER of our cult you will regularly get spectacular PRIZEs!!! Doesn't getting a PRIZE every month sound really nice?
The <b>SHOU</b>gun himself is part of our cult so you really should become a member!",0,0,c,c,,Mon Jun 25 2018 10:19:53 GMT-0400 (EDT)
v滞る,,"If you freeze (こおる) when you have something to do (と -ど), then you are stagnating.|You were expecting a delivery (届く) but the deliverer got frozen (凍る).  Because of that your item became overdue 届凍る = <span class=""highlight-reading"">とどこおる</span>.",,8|1,,N/A|TellowKrinkle,,Sat May 30 2020 22:55:29 GMT-0400 (EDT)
k比,,The right half of this kanji looks like the katakana character 'hi' ヒ.,,0,,c,,Tue Jan 14 2020 14:35:51 GMT-0500 (EST)
k員,,"If you're a MEMBER of the club,  you're IN (いん).",,0,,c,,Sun Aug 19 2018 15:11:34 GMT-0400 (EDT)
v退く,,"Imagine <span class=""highlight-vocabulary"">retreat</span>ing by moving backwards in the direction of your butt (尻、<span class=""highlight-reading"">しり</span>).",,0,,c,,Wed Apr 03 2019 21:37:17 GMT-0400 (EDT)
k諦,,,,,,,,Tue Nov 19 2019 23:16:15 GMT-0500 (EST)
v地理,,"Imagine a child's _geography_ lesson. with a map in bright _cheery_ colors.|Sam Cooke song: Don't know much about His <b>ちり</b>, .......don't know much about Geography.",,0|0,,isnorden|seabee,,Thu Mar 30 2017 12:20:48 GMT-0400 (EDT)
v壮大,,"Imagine seeing something really big and magnificent (whatever it is is up to you). You yell ""<span class=""highlight-reading"">So 大!</span>"" (そうだい).",,1,,Samuel-H,,Thu Jun 21 2018 12:10:20 GMT-0400 (EDT)
v人数,A person count is also called a head count.,"Imagine the most crowded place you've ever been to.  The <span class=""highlight-vocabulary"">number of people</span> is so high, it's like a person (<span class=""highlight-reading"">人</span>) zoo (<span class=""highlight-reading"">ずう</span>)!",0,11,c,MultipleMono,,Wed Sep 23 2020 09:04:32 GMT-0400 (EDT)
v太平洋,,"Imagine the pacific ocean, with a rope made of ties and straw (tai + hei), reaching all the way across it.",,0,,dpradas,,Sun Jan 10 2016 18:11:29 GMT-0500 (EST)
v梨,,"Imagine you have a <span class=""highlight-vocabulary"">pear</span> tree that never gives you any <span class=""highlight-vocabulary"">pear</span>s but you keep it anyway. Every once in a while you go to check your <span class=""highlight-vocabulary"">pear</span> tree and what's on it every time? <span class=""highlight-reading"">なし</span>! If you haven't learned by now, <span class=""highlight-reading"">なし</span> means without, none, or nothing.",,0,,Samuel-H,,Sat Feb 28 2015 11:07:54 GMT-0500 (EST)
k残,,ZanziBAR...get it?,,0,,c,,Tue Apr 14 2020 10:43:15 GMT-0400 (EDT)
k乱,,,,,,,redfr:8586,Mon Jan 13 2020 11:04:47 GMT-0500 (EST)
v占い,,"In case you know Dragon Ball: Muten Roshi's sister, the <span class=""highlight-vocabulary"">fortune-telling</span> witch, who is helping Son Goku and his friends, is called <span class=""highlight-reading"">Uranai</span>-baba (うらないばば).",,0,,c,,Mon Jan 28 2019 06:49:19 GMT-0500 (EST)
k暴,,"In Japan, even <span class=""highlight-radical"">sun</span> and <span class=""highlight-radical"">water</span>, when they come <span class=""highlight-radical"">together</span> in raging <span class=""highlight-kanji"">violence</span>, <span class=""highlight-reading"">bow</span> (ぼう) to each other before starting to fight.",,1,,c,,Mon Apr 08 2019 22:29:31 GMT-0400 (EDT)
k栄,,"In order to prosper, Vikings uses their trees to make boats and sail to flourishing land called ei-koku (england) where everyone speaks ei-go(english).",,0,,c,,Fri Jul 05 2019 11:25:54 GMT-0400 (EDT)
k角,,!,,,,c|Dakes,,Sun Dec 20 2020 13:22:41 GMT-0500 (EST)
v月光,,"In the <span class=""highlight-vocabulary"">moonlight</span>, you see a <span class=""highlight-reading"">gecko</span> (げっこう) laying on the sidewalk.  It's a little known fact, but geckos love <span class=""highlight-vocabulary"">moonlight</span>, so they come out at night to bask in it!",,6,,MultipleMono,,Fri Oct 23 2020 17:56:28 GMT-0400 (EDT)
k耳,,"In the movie ""The Last Samurai"", there is a scene where the child is teaching Japanese to Tom Cruise. He reaches up to his ears and laughs while pulling them back and forwards, ""Mimi! Mimiii~~"". :D (watch it if you havent seen it!).",,0,,c,,Mon Aug 27 2018 22:03:42 GMT-0400 (EDT)
k誘,,"It is <span class=""highlight-radical"">said</span> that he who manages to carry a heavy sack of <span class=""highlight-radical"">grains</span> up the <span class=""highlight-radical"">stairs</span> is <span class=""highlight-kanji"">invite</span>d to the party. But there's only one willing and capable of doing that: It's <span class=""highlight-reading"">you</span> (ゆう).",,0,,c,,Mon Feb 11 2019 08:27:11 GMT-0500 (EST)
v友人,,It's easy to hold a _grudge_ against a _con_ artist who's cheated you.,,-6,,isnorden,,Mon Nov 23 2020 10:07:46 GMT-0500 (EST)
k多,"The radical is Evening and supposedly came from an abbreviated form of the kanji/radical for moon. So, two abbreviated moons on top of one another, remind us that it was MANY moons ago that something happened. Or you could see this kanji as two tick or checkboxes to mark of a list of MANY things.",,0,,c,,,Sun Aug 02 2020 22:28:31 GMT-0400 (EDT)
k恨,,It's easy to hold a _grudge_ against a _con_ artist who's cheated you.,,0,,isnorden,,Sun Apr 03 2016 04:13:57 GMT-0400 (EDT)
v朝日,,It's nice to drink a cold <b>asahi</b> beer in the <b>morning sun</b>.,,0,,c,,Fri Jun 21 2019 12:22:29 GMT-0400 (EDT)
